year,province,batch,category,first_subject,second_subject_requirement,university_code,university_name,major_group_code,major_group_name,admission_category,min_score,min_rank,plan_seats,remarks,source_id,source_url,source_type,raw_document_sha256,parser_name,parser_version,parse_confidence,confidence_score,license_note,review_status,reviewer
2023,湖北,本科普通批,普通类,physics,化学,HBA001,湖北样例001大学,HBA001-P01,物理01组-物理+化学专业组,平行志愿,651,10610,55,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA002,湖北样例002大学,HBA002-P02,物理02组-物理+化学专业组,平行志愿,649,11900,59,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA003,湖北样例003大学,HBA003-P03,物理03组-物理+化学专业组,平行志愿,647,13190,63,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,不限,HBA004,湖北样例004大学,HBA004-P04,物理04组-物理+不限专业组,平行志愿,644,14480,67,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA005,湖北样例005大学,HBA005-P05,物理05组-物理+化学专业组,平行志愿,642,15070,71,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA006,湖北样例006大学,HBA006-P06,物理06组-物理+化学专业组,平行志愿,640,16360,75,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA007,湖北样例007大学,HBA007-P07,物理07组-物理+化学专业组,平行志愿,638,17650,79,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA008,湖北样例008大学,HBA008-P08,物理08组-物理+化学专业组,平行志愿,635,18940,51,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,不限,HBA009,湖北样例009大学,HBA009-P09,物理09组-物理+不限专业组,平行志愿,633,20230,55,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA010,湖北样例010大学,HBA010-P10,物理10组-物理+化学专业组,平行志愿,631,20820,59,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2023,湖北,本科普通批,普通类,physics,化学,HBA011,湖北样例011大学,HBA011-P11,物理11组-物理+化学专业组,平行志愿,629,22110,63,,fixture-lines-2023,https://www.hbksw.com/info/38/1771.html,fixture_seed,67aae02791f6b1e692873d153d288c85c08adc14005908d541d797cf68b09260,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
